filename,link,file_id,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
44902.jpg,http://assets.myntassets.com/v1/images/style/properties/9a3d56bc4b20d000a4c7f4c5f9bb6505_images.jpg,44902,44902,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Puma Men  Black Shorts
1799.jpg,http://assets.myntassets.com/v1/images/style/properties/b6f1c20a467c06a97f5ebe98e2afd435_images.jpg,1799,1799,Men,Apparel,Bottomwear,Track Pants,White,Summer,2011.0,Sports,Domyos Men Blue & White Tracksuit
1883.jpg,http://assets.myntassets.com/v1/images/style/properties/82dce7cf7882e4c4735f838218bd869d_images.jpg,1883,1883,Men,Apparel,Bottomwear,Track Pants,Grey,Winter,2010.0,Casual,FIFA Mens Heritage Collection Grey Track Pants
11281.jpg,http://assets.myntassets.com/v1/images/style/properties/320d5654c51c43aff664837a3a87663c_images.jpg,11281,11281,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans
22464.jpg,http://assets.myntassets.com/v1/images/style/properties/e86d30d2b002aacbfbcc0df90ecf1e4a_images.jpg,22464,22464,Women,Apparel,Bottomwear,Leggings,Black,Fall,2011.0,Casual,Myntra Women Black Patiala Salwar
41005.jpg,http://assets.myntassets.com/v1/images/style/properties/b4041ce696bb86167788d4e6304accac_images.jpg,41005,41005,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Skirts
46399.jpg,http://assets.myntassets.com/v1/images/style/properties/677fd0545ed9e81ff9768889aae34843_images.jpg,46399,46399,Men,Apparel,Bottomwear,Shorts,Olive,Summer,2012.0,Casual,ADIDAS Men Grey Olive Shorts
15611.jpg,http://assets.myntassets.com/v1/images/style/properties/4eb51993db42a6d121d2c5716adef307_images.jpg,15611,15611,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Nike Men Casual Navy Blue Track Pants
56852.jpg,http://assets.myntassets.com/v1/image/style/properties/56852/John-Players-Men-Blue-Regular-Fit-Jeans_1_c1f0360a9654bcee7c6e8312fc30cd4e.jpg,56852,56852,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,John Players Men Blue Jeans
9509.jpg,http://assets.myntassets.com/v1/images/style/properties/b03a8e6aaafedfe3bf6664a7ba1c7052_images.jpg,9509,9509,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Puma Men N0 1Logo Open Grey Track Pants
16374.jpg,http://assets.myntassets.com/v1/images/style/properties/05d66c5e2d9e7e1d0a4e987ab0761244_images.jpg,16374,16374,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Peter England Men Stripes Navy Blue Trouser
39130.jpg,http://assets.myntassets.com/v1/images/style/properties/1d5259fd1c234eab76920da3ca8bfc2b_images.jpg,39130,39130,Women,Apparel,Bottomwear,Leggings,Grey,Fall,2012.0,Casual,Aneri Women Grey Leggings
44922.jpg,http://assets.myntassets.com/v1/images/style/properties/377f6f18bcaa5ebbaed332bb4359b717_images.jpg,44922,44922,Men,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Casual,Puma Men Red Cat Logo Shorts
34721.jpg,http://assets.myntassets.com/v1/images/style/properties/46834572a4f842f6a984ec1a3a86eb9e_images.jpg,34721,34721,Girls,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Allen Solly Kids Girls Twill Black Trousers
32560.jpg,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-Blue-Jeans_679af695a2f93e59d84bc7b579fdecaf_images.jpg,32560,32560,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,ONLY Women Blue Jeans
51380.jpg,http://assets.myntassets.com/v1/images/style/properties/5822d541de8bf45a87789bc64418ccab_images.jpg,51380,51380,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shorts
37580.jpg,http://assets.myntassets.com/v1/images/style/properties/Madagascar-3-Girls-Pink-Shorts_de66d9c0ab194d23771cbf16d2c6d222_images.jpg,37580,37580,Girls,Apparel,Bottomwear,Shorts,Pink,Winter,2012.0,Casual,Madagascar 3 Girls Pink Shorts
2562.jpg,http://assets.myntassets.com/v1/images/style/properties/Domyos-Women-Tank-Classic-Black-Top_415b93d1f5e91c4d048cbc543ab0cec9_images.jpg,2562,2562,Women,Apparel,Bottomwear,Swimwear,Black,Fall,2012.0,Sports,Nabaiji Women Black Swimsuit
50952.jpg,http://assets.myntassets.com/v1/images/style/properties/da7a3418973b6eb6dd95adbba8abbc08_images.jpg,50952,50952,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Roxy Fit Jeans
18180.jpg,http://assets.myntassets.com/v1/images/style/properties/abc96ac0a54b5007395f0109fb1f0755_images.jpg,18180,18180,Boys,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Doodle Boys-Boys Acid Wash Blue Jeans
10652.jpg,http://assets.myntassets.com/v1/images/style/properties/86e57a94715cf9bfc0be1ab19715ed95_images.jpg,10652,10652,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Doodle Girl Denim skirt with belt Blue Skirts
8949.jpg,http://assets.myntassets.com/v1/images/style/properties/7c2f89105836e38e2018cdd0da1475dc_images.jpg,8949,8949,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Indigo Nation Men ID Printed Grey Trousers
29177.jpg,http://assets.myntassets.com/v1/images/style/properties/2ae9ae3d5e68c52333a0cddd3cd82372_images.jpg,29177,29177,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,United Colors of Benetton Boys Blue Shorts
15333.jpg,http://assets.myntassets.com/v1/images/style/properties/412c5284af1038f4dfbec058ba922bdf_images.jpg,15333,15333,Men,Apparel,Bottomwear,Shorts,Black,Winter,2012.0,Sports,Nike Men Solid Black Shorts
37199.jpg,http://assets.myntassets.com/v1/images/style/properties/9ca93b087391661ed33258d28d855402_images.jpg,37199,37199,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,United Colors of Benetton Boys Check Blue Shorts
33144.jpg,http://assets.myntassets.com/v1/images/style/properties/01e53656cbfd66e7319e5dae9af66887_images.jpg,33144,33144,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Blue Shorts
15337.jpg,http://assets.myntassets.com/v1/images/style/properties/1fc638b19303647084c5f8ac63db1b52_images.jpg,15337,15337,Men,Apparel,Bottomwear,Tracksuits,Olive,Fall,2011.0,Sports,Nike Men Solid Olive Tracksuits
46748.jpg,http://assets.myntassets.com/v1/images/style/properties/2a6537b70e21312e6d54a7acccc30401_images.jpg,46748,46748,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Nike Men Grey Track Pants
11327.jpg,http://assets.myntassets.com/v1/images/style/properties/d0a2528eabd4eee8c413c983c9878b84_images.jpg,11327,11327,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
34199.jpg,http://assets.myntassets.com/v1/images/style/properties/c28b47001d8b06c9db94c35be6ba84b3_images.jpg,34199,34199,Men,Apparel,Bottomwear,Track Pants,Charcoal,Summer,2012.0,Casual,Proline Men Charcoal Grey Track Pants
26821.jpg,http://assets.myntassets.com/v1/images/style/properties/78f68ce85648f310e49a7c4dfaa7b25e_images.jpg,26821,26821,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Highlander Men Brown Trousers
37197.jpg,http://assets.myntassets.com/v1/images/style/properties/a3c601db72d8e7cbcb7ea8db4aa23fa3_images.jpg,37197,37197,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Women Navy Blue Jeans
20913.jpg,http://assets.myntassets.com/v1/images/style/properties/17af8003001ee52e65b7c5975e0bcdc0_images.jpg,20913,20913,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans
12290.jpg,http://assets.myntassets.com/v1/images/style/properties/a3eebb64bc7bac658d3ae18fcea5b789_images.jpg,12290,12290,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Genesis Men Solid Black Trousers
57090.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Navy-Blue-Skirt_0c6d1d3a37bb66246ad960395b392934_images.jpg,57090,57090,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Elle Women Navy Blue Skirt
15484.jpg,http://assets.myntassets.com/v1/images/style/properties/c6e4223c929b0b2ccd3ec89295b2e891_images.jpg,15484,15484,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Casual,Puma Women TP  Black Capris
43589.jpg,http://assets.myntassets.com/v1/images/style/properties/4c24870203b2bd65000a539ca0cf1be3_images.jpg,43589,43589,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Fixed Weast Pink Capris
59879.jpg,http://assets.myntassets.com/v1/images/style/properties/Femella-Women-Black-Stockings_cabe097b2d0cb8f900a7f51b73bafe32_images.jpg,59879,59879,Women,Apparel,Bottomwear,Stockings,Black,Fall,2012.0,Casual,Femella Women Black Stockings
27625.jpg,http://assets.myntassets.com/v1/images/style/properties/1d48a740b52980e02294280c42140d77_images.jpg,27625,27625,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Scullers Men Grey Shorts
21590.jpg,http://assets.myntassets.com/v1/images/style/properties/d906895eba9989adfbb4208f1e0a4ab8_images.jpg,21590,21590,Men,Apparel,Bottomwear,Shorts,Brown,Summer,2011.0,Sports,Tribord Men Solid Brown Short
57923.jpg,http://assets.myntassets.com/v1/images/style/properties/Femella-Women-Navy-Blue-Leggings_5f18c5382faa86aa3396d4e86ddcdf15_images.jpg,57923,57923,Women,Apparel,Bottomwear,Leggings,Navy Blue,Fall,2012.0,Casual,Femella Women Navy Blue Leggings
3511.jpg,http://assets.myntassets.com/v1/images/style/properties/d43f3d4c9d3163a6020bd431f8f03d76_images.jpg,3511,3511,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2010.0,Sports,ADIDAS Men's Dark Navy White Tracksuit
18710.jpg,http://assets.myntassets.com/v1/images/style/properties/d071312a47991eb68305b415352ca50c_images.jpg,18710,18710,Women,Apparel,Bottomwear,Skirts,Tan,Fall,2011.0,Casual,Arrow Woman Printed Tan Skirt
14392.jpg,http://assets.myntassets.com/v1/images/style/properties/6d2b2be6c06550eb0cc2f10eb5376a85_images.jpg,14392,14392,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Puma Ess Sweat Pants Track Pant
15560.jpg,http://assets.myntassets.com/v1/images/style/properties/e43a99a172e410d8dc428589f0b9b836_images.jpg,15560,15560,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
42971.jpg,http://assets.myntassets.com/v1/images/style/properties/Amante-Women-Magenta-Swimwear_62395f2f6f027606ea69ff58d531489a_images.jpg,42971,42971,Women,Apparel,Bottomwear,Swimwear,Pink,Summer,2017.0,Casual,Amante Pink & Blue Swimwear
58418.jpg,http://assets.myntassets.com/v1/images/style/properties/Levis-Men-Blue-Jeans_204046b8152e7b41207181eb182e25fe_images.jpg,58418,58418,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Levis Men Blue Jeans
40082.jpg,http://assets.myntassets.com/v1/images/style/properties/e1ea76a453ad5da6532e361d1e607b5e_images.jpg,40082,40082,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,2014.0,Casual,ADIDAS Men Navy Blue Short
22462.jpg,http://assets.myntassets.com/v1/images/style/properties/e4f0f5d121d7b90e9e7ac4dd91aff6ef_images.jpg,22462,22462,Women,Apparel,Bottomwear,Leggings,Mustard,Fall,2011.0,Casual,Myntra Women Mustard Leggings
22590.jpg,http://assets.myntassets.com/v1/images/style/properties/a7233b8d68f96fcb45f6f438a6549ea8_images.jpg,22590,22590,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey Shorts
23457.jpg,http://assets.myntassets.com/v1/images/style/properties/b7d3229b25a9a63100f1e83e81c5b364_images.jpg,23457,23457,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Blue Washed Slim Fit Jeans
15561.jpg,http://assets.myntassets.com/v1/images/style/properties/963db5d6b9fd8ee5370895dc485e82c5_images.jpg,15561,15561,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
7896.jpg,http://assets.myntassets.com/v1/images/style/properties/4a6efc3f434da676604648a7ef7c8764_images.jpg,7896,7896,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Proline Men Blue Shorts
8763.jpg,http://assets.myntassets.com/v1/images/style/properties/e1d3ebfe21604a9f926e84d276505312_images.jpg,8763,8763,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Puma Women's Jersey Grey Track Pant
37103.jpg,http://assets.myntassets.com/v1/images/style/properties/d1b19272030f310217c39d6316e19b19_images.jpg,37103,37103,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Formal,Wills Lifestyle Men Brown Trousers
51369.jpg,http://assets.myntassets.com/v1/images/style/properties/Spykar-Women-Blue-Jeans_06b8397010423337c88818f19fdc7f4c_images.jpg,51369,51369,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Spykar Women Blue Capri
14941.jpg,http://assets.myntassets.com/v1/images/style/properties/3371f566ab84ad391eb29fd1e9237bbf_images.jpg,14941,14941,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Status Quo Men Solid White Shorts
30599.jpg,http://assets.myntassets.com/v1/images/style/properties/290c2fcf9322dae924327db48f3e674d_images.jpg,30599,30599,Men,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Sports,Nike Men Hustle Reversible Red Shorts
10660.jpg,http://assets.myntassets.com/v1/images/style/properties/0f1831a32cc338697d090f0d05d85b8c_images.jpg,10660,10660,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Doodle Girl Hot shorts ice wash Blue Shorts
24202.jpg,http://assets.myntassets.com/v1/images/style/properties/a65e143dba851bd47fa2cff5a1d18d22_images.jpg,24202,24202,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Slim Fit Blue Jeans
9994.jpg,http://assets.myntassets.com/v1/images/style/properties/64109589c8f36feab533fe65357c6a34_images.jpg,9994,9994,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Gini And Jony Girls Ac Arnia Skt Blue Skirts
31180.jpg,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Kids-Leggings_35bdb4375745e793689def76857d3950_images.jpg,31180,31180,Girls,Apparel,Bottomwear,Leggings,White,Summer,2012.0,Casual,Gini and Jony Kids Leggings
16918.jpg,http://assets.myntassets.com/v1/images/style/properties/385814319a22ce2d301d64e2d3e74faa_images.jpg,16918,16918,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
16019.jpg,http://assets.myntassets.com/v1/images/style/properties/1124d2791261c92e94333f94becf6fca_images.jpg,16019,16019,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Turtle Check Men Grey Trouser
13243.jpg,http://assets.myntassets.com/v1/images/style/properties/b546c6118af65b2e6b337b7a605bf468_images.jpg,13243,13243,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011.0,Casual,Palm Tree Kids Boys Solid Beige Shorts
41010.jpg,http://assets.myntassets.com/v1/images/style/properties/7743b51aaccd456aa6d98592a4cee28a_images.jpg,41010,41010,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Jeans
37172.jpg,http://assets.myntassets.com/v1/images/style/properties/31806394cf7eff5dc40d05d7059d95bc_images.jpg,37172,37172,Boys,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,United Colors of Benetton Boys Black Shorts
18870.jpg,http://assets.myntassets.com/v1/images/style/properties/9aea020f8cdaa48744be38099b41fc93_images.jpg,18870,18870,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Puma Women Grey Core Track Pants
37581.jpg,http://assets.myntassets.com/v1/images/style/properties/Madagascar-3-Girls-Green-Shorts_45fe10f444424902577bfd76c4d8f344_images.jpg,37581,37581,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012.0,Casual,Madagascar 3 Girls Light Green Shorts
5454.jpg,http://assets.myntassets.com/v1/images/style/properties/9f6a948ff7ac26feab131cf67c56f407_images.jpg,5454,5454,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011.0,Sports,Nike Men's Basic Woven Med Black Short
54050.jpg,http://assets.myntassets.com/v1/images/style/properties/Myntra-Women-Black-Jeggings_fe51fb31e55bead5a5215f3504c1e948_images.jpg,54050,54050,Women,Apparel,Bottomwear,Jeggings,Black,Summer,2012.0,Casual,Myntra Women Black Jeggings
7136.jpg,http://assets.myntassets.com/v1/images/style/properties/c8c3070d8e3d32a49cfc9c6f646ca3d7_images.jpg,7136,7136,Men,Apparel,Bottomwear,Track Pants,Green,Fall,2011.0,Casual,Urban Yoga Men Bottom Olive Green Yoga Pants
27940.jpg,http://assets.myntassets.com/v1/images/style/properties/48ba312dbf8ee1c398bd1a9d152fc7ba_images.jpg,27940,27940,Women,Apparel,Bottomwear,Jeans,Turquoise Blue,Summer,2012.0,Casual,Jealous 21 Women Turquoise Blue Magic Colour Jeans
11292.jpg,http://assets.myntassets.com/v1/images/style/properties/648ec60e085e3bfc3c95949ece4faaa3_images.jpg,11292,11292,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Millard Jeans
11343.jpg,http://assets.myntassets.com/v1/images/style/properties/Lee-Men-Blue-Chicago-Fit-Jeans_f45c964a1fdbaace295a2bd93855f34f_images.jpg,11343,11343,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans
31352.jpg,http://assets.myntassets.com/v1/images/style/properties/d6e719db5925e0141f772c2833a82485_images.jpg,31352,31352,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Jeans
33306.jpg,http://assets.myntassets.com/v1/images/style/properties/11f5978148dd4e1c6a18d4f659f1e668_images.jpg,33306,33306,Boys,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,Gini and Jony Boys Washed Grey Jeans
44914.jpg,http://assets.myntassets.com/v1/images/style/properties/687c4659fcd49d9fa75e9568c0228e18_images.jpg,44914,44914,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,2012.0,Casual,Puma Men Blue Track Pants
34056.jpg,http://assets.myntassets.com/v1/images/style/properties/9d06a2d52b7cc87727d8355d824950a0_images.jpg,34056,34056,Boys,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Boys Washed Blue 3/4 Length Pants
16059.jpg,http://assets.myntassets.com/v1/images/style/properties/2454ab752c60e8d00a144c23d4b0a3c4_images.jpg,16059,16059,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,Highlander Men Solid Olive Trouser
40364.jpg,http://assets.myntassets.com/v1/images/style/properties/5d0defbebe78efef2060cb799dc62aee_images.jpg,40364,40364,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Tokyo Talkies Women Navy Jeans
51471.jpg,http://assets.myntassets.com/v1/images/style/properties/6167df36d7973067dab519179e323865_images.jpg,51471,51471,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Denizen Men Black Jeans
13288.jpg,http://assets.myntassets.com/v1/images/style/properties/8c72a6e386795f09943214e8bfea00aa_images.jpg,13288,13288,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Gini and Jony Kids Solid Beige Trousers
20350.jpg,http://assets.myntassets.com/v1/images/style/properties/968409ad6901bd586a4f24bccce26319_images.jpg,20350,20350,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
11334.jpg,http://assets.myntassets.com/v1/images/style/properties/685af22edb171f75b8cf36d129151bf8_images.jpg,11334,11334,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Navy Blue Jeans
51590.jpg,http://assets.myntassets.com/v1/images/style/properties/13ba6b2f911e3ae85dafe246cc6a8734_images.jpg,51590,51590,Women,Apparel,Bottomwear,Jeggings,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue Jeggings
9902.jpg,http://assets.myntassets.com/v1/images/style/properties/2b2d1f32ee8cdb09b5abcb018394a0ec_images.jpg,9902,9902,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2011.0,Casual,Spykar Men Skinny Low Waist Tight Fit Blue Jeans
7878.jpg,http://assets.myntassets.com/v1/images/style/properties/ac511ee16d2f7ff0753d82b0396b7955_images.jpg,7878,7878,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Proline Men Grey Comfort Fit Sports Shorts
21592.jpg,http://assets.myntassets.com/v1/images/style/properties/060597c0934c94b5dcbc95ee14e742f0_images.jpg,21592,21592,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Artengo Men Solid Grey Short
26383.jpg,http://assets.myntassets.com/v1/images/style/properties/3b8304157942324fb5c046192baef559_images.jpg,26383,26383,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Turtle Men Check Black Trousers
39320.jpg,http://assets.myntassets.com/v1/images/style/properties/4e5604b90798ff57a6a84b34cd788b8e_images.jpg,39320,39320,Boys,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Navy Blue Shorts
26820.jpg,http://assets.myntassets.com/v1/images/style/properties/d3078829937d77f87e9e3ff9584fc1f0_images.jpg,26820,26820,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Casual,Highlander Men Navy Blue Trousers
32564.jpg,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-Orange-Trousers_317f0e045fb28b45820102148bdc4f7b_images.jpg,32564,32564,Women,Apparel,Bottomwear,Trousers,Orange,Summer,2012.0,Casual,ONLY Women Orange Trousers
11310.jpg,http://assets.myntassets.com/v1/images/style/properties/b8e7bb7a24d4711c40542f3701df29fc_images.jpg,11310,11310,Men,Apparel,Bottomwear,Jeans,Black,Summer,2016.0,Casual,Wrangler Men Black Texas Jeans
15682.jpg,http://assets.myntassets.com/v1/images/style/properties/86db858fede0366cba37e934d85c00c8_images.jpg,15682,15682,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Highlander Men Classic Chinosdk.Cream Trousers
28795.jpg,http://assets.myntassets.com/v1/images/style/properties/da6c20b8d160adc13dd3e4eccabd6c06_images.jpg,28795,28795,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
24995.jpg,http://assets.myntassets.com/v1/images/style/properties/2d65c94120c310739d18d965231920f0_images.jpg,24995,24995,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Boys Boys Blue Washed Jeans
39804.jpg,http://assets.myntassets.com/v1/images/style/properties/f2482c99d3bf4c9c3a980022eab68467_images.jpg,39804,39804,Men,Apparel,Bottomwear,Trousers,Olive,Spring,2013.0,Formal,Peter England Men Dark Olive Green Trousers
51398.jpg,http://assets.myntassets.com/v1/images/style/properties/00be5465c77806eba2914b498e86d2c0_images.jpg,51398,51398,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Myntra Men Green Check Shorts
26153.jpg,http://assets.myntassets.com/v1/images/style/properties/854532498ad602e003ea91df0987671d_images.jpg,26153,26153,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Striped Black Trousers
51500.jpg,http://assets.myntassets.com/v1/images/style/properties/af8c4e2311d2b876b01f022b72f0a72a_images.jpg,51500,51500,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Denizen Women Black Jeans
3911.jpg,http://assets.myntassets.com/v1/images/style/properties/500b8d5037abcda993e65d6d9e9be227_images.jpg,3911,3911,Women,Apparel,Bottomwear,Capris,Navy Blue,Summer,2011.0,Casual,Urban Yoga Women Yoga Navy Capri
15685.jpg,http://assets.myntassets.com/v1/images/style/properties/80a889e1e7333f08cfa4227ab1bb77bb_images.jpg,15685,15685,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Casual,Highlander Men Classic Chinos Khaki Trousers
8838.jpg,http://assets.myntassets.com/v1/images/style/properties/a08b1e72456da356cc2fa0a733b992c3_images.jpg,8838,8838,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2011.0,Casual,Scullers Men Scul Beige Trousers
3910.jpg,http://assets.myntassets.com/v1/images/style/properties/d5540111ac190d7ae6b8537fa975526b_images.jpg,3910,3910,Women,Apparel,Bottomwear,Capris,Green,Summer,2011.0,Casual,Urban Yoga Women Yoga Green Capri
20372.jpg,http://assets.myntassets.com/v1/images/style/properties/3a3ced05cb3b7e9adbc376759485d905_images.jpg,20372,20372,Women,Apparel,Bottomwear,Track Pants,Purple,Fall,2011.0,Casual,Urban Yoga Women Solid Purple Track Pants
24199.jpg,http://assets.myntassets.com/v1/images/style/properties/f8897e133e02aba9dde20f424da0dead_images.jpg,24199,24199,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Slim Fit Blue Jeans
6521.jpg,http://assets.myntassets.com/v1/images/style/properties/8b4727ad75da575fd5720bab4b722fe1_images.jpg,6521,6521,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Sports,Nike Men's Football Navy Blue Short
26316.jpg,http://assets.myntassets.com/v1/images/style/properties/1dfd715794267e769a0f88dee9ee0842_images.jpg,26316,26316,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2013.0,Sports,Proline Men Navy Track Pants
4929.jpg,http://assets.myntassets.com/v1/images/style/properties/11ff0a1a2def9f56988b6f3d535a959e_images.jpg,4929,4929,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Vanida Blue Dungree Kidswear
39321.jpg,http://assets.myntassets.com/v1/images/style/properties/fc46e80450a58114f02060a2cbbca0aa_images.jpg,39321,39321,Girls,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Capris
34205.jpg,http://assets.myntassets.com/v1/images/style/properties/Proline-Men-Grey-Track-Pants_202e075265b8f95b15515e4a0d09b3d7_images.jpg,34205,34205,Men,Apparel,Bottomwear,Track Pants,Grey Melange,Fall,2013.0,Sports,Proline Men Grey Melange Track Pants
57087.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Yellow-Skirt_6ecbe21830bfc3c04458ba591e0bf9a1_images.jpg,57087,57087,Women,Apparel,Bottomwear,Skirts,Yellow,Summer,2012.0,Casual,Elle Women Yellow Skirt
42265.jpg,http://assets.myntassets.com/v1/images/style/properties/243b13a57eb64f323b47e7c48a0ed002_images.jpg,42265,42265,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans
